"provider_id","source_release_id","usdot","legal_name","dba_name","display_name","usdot_status","carrier_operation","state","city","phone","power_units","drivers","motor_vehicle_cargo_reported","published_at","email","physical_address","mailing_address","classification","reason_codes","conflicts","source_release_ids","authority_rows","history_rows","insurance_rows","docket_rows","sample_group","dba_display_pass","official_trace_pass","hhg_classification"
"1dd5c32f-fb8b-57e3-a507-2fd4aea4e529","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3769815","PERFORMANCE CAR TRAVEL LLC","","PERFORMANCE CAR TRAVEL LLC","A","C","IL","LIBERTYVILLE","8472204138","0","","true","Sun Aug 16 2026 17:03:32 GMT-0400 (Eastern Daylight Time)","shipments@viaconcours.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","2","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"1e63d2b9-3a20-5e9b-943d-e5ad81b0966c","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","81361","ACE DORAN LLC","ACE DORAN HAULING & RIGGING COMPANY","ACE DORAN HAULING & RIGGING COMPANY","A","A","OH","CINCINNATI","5136817900","146","163","true","Sun Aug 16 2026 17:18:53 GMT-0400 (Eastern Daylight Time)","bwarren@acedoran.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","2","2","1","AUTO_TRANSPORT_BROKER","true","true",""
"23810349-fca5-5973-9c5a-068fc31465db","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4421468","SOUTHWEST LOGISTICS LLC","","SOUTHWEST LOGISTICS LLC","A","A","CO","IGNACIO","9703359311","0","","true","Sun Aug 16 2026 17:22:13 GMT-0400 (Eastern Daylight Time)","southwestlogisticsco@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"240dc2fa-282e-571c-a1ae-bdfc5866a114","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4572171","HELLO TRANSPORT LLC","","HELLO TRANSPORT LLC","A","A","MD","CATONSVILLE","14432201078","0","","true","Sun Aug 16 2026 17:17:51 GMT-0400 (Eastern Daylight Time)","hellotransport26@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","2","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"27279df8-1109-5b7a-9f4c-2475dec50db0","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4164308","PREMIUM SOLUTIONS LLC","","PREMIUM SOLUTIONS LLC","A","A","IL","ROCKFORD","6192405688","0","","true","Sun Aug 16 2026 17:01:03 GMT-0400 (Eastern Daylight Time)","premiumsolutions32@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"27ba2c52-7b6f-5e61-bb54-dde47827e31e","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2232364","PREMIER LOGISTICS LLC","HARBOR LOGISTICS","HARBOR LOGISTICS","A","C","SC","HANAHAN","8435547529","0","","true","Sun Aug 16 2026 16:59:53 GMT-0400 (Eastern Daylight Time)","tiffany.hopkins@harborlogistics.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","2","AUTO_TRANSPORT_BROKER","true","true",""
"27f5b83f-9f34-5161-a2ad-9ab7a1cf1140","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4566760","VP BROKERAGE FIRM LLC","","VP BROKERAGE FIRM LLC","A","A","NJ","ELIZABETH","9739658636","0","","true","Sun Aug 16 2026 17:17:51 GMT-0400 (Eastern Daylight Time)","admin@vpbrokeragefirm.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","2","AUTO_TRANSPORT_BROKER","true","true",""
"290b8d30-6da8-54ed-bfb6-a21f37f35e8a","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4549540","RED STAR LOGISTICS INC","","RED STAR LOGISTICS INC","A","A","IL","NORTHFIELD","3128485493","0","","true","Sun Aug 16 2026 17:17:46 GMT-0400 (Eastern Daylight Time)","julia@redstarfreight.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"2aa2a177-f2c1-578b-9bdd-8c4e8ecee727","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3124544","AM FREIGHT OPERATIONS INC","ROADRUNNER AUTO TRANSPORT","ROADRUNNER AUTO TRANSPORT","A","C","NY","BETHPAGE","8887772123","0","","true","Sun Aug 16 2026 17:17:56 GMT-0400 (Eastern Daylight Time)","info@roadrunnerautotransport.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"2c451e97-bec6-52ab-be7f-ff9c7de30fbe","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2222648","PEARCE WORLDWIDE LOGISTICS INC","","PEARCE WORLDWIDE LOGISTICS INC","A","C","TN","BRENTWOOD","6153766307","0","","true","Sun Aug 16 2026 16:59:53 GMT-0400 (Eastern Daylight Time)","kevin@pearceworldwide.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"0047fd4c-134d-5e88-8b52-e5d4328f854e","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2944855","MIDDLE BAY TRANSPORTATION OF OHIO LLC","MIDDLE BAY TRANSPORTATION","MIDDLE BAY TRANSPORTATION","A","A","OH","CLEVELAND","4408958113","110","110","true","Sun Aug 16 2026 17:19:02 GMT-0400 (Eastern Daylight Time)","amy.jantz@worldgrouplogistics.com","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","2","2","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"00cb38c4-894b-59db-8ea7-e50cc36322c7","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","234","DOUG ANDRUS DISTRIBUTING LLC","","DOUG ANDRUS DISTRIBUTING LLC","A","A","ID","IDAHO FALLS","2085336700","255","255","true","Sun Aug 16 2026 17:18:47 GMT-0400 (Eastern Daylight Time)","nathan.chatriand@dougandrus.com","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","2","2","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"076d40f9-7a49-574b-907f-f8fc0d456a27","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","46713","DIAMOND TRANSPORTATION SYSTEM INC","","DIAMOND TRANSPORTATION SYSTEM INC","A","A","WI","RACINE","12625545400","59","61","true","Sun Aug 16 2026 17:18:47 GMT-0400 (Eastern Daylight Time)","rjcoca@diamondtrans.net","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3","4","3","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"0a1723c1-0330-5629-a1a3-7789f749a7b5","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2537155","THRIFTY AUTO SHIPPING INC","THRIFYAUTOSHIP COM","THRIFYAUTOSHIP COM","A","A","TX","WILMER","8447411221","1","1","true","Sun Aug 16 2026 17:00:04 GMT-0400 (Eastern Daylight Time)","admin@thriftyautoship.com","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","3","2","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"0a8ae229-c317-571c-b6b4-226c43bc3ebe","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","790261","URS MIDWEST LLC","UNITED ROAD AND PILOT TRANSPORT","UNITED ROAD AND PILOT TRANSPORT","A","A","MI","PLYMOUTH","7344632535","1306","1239","true","Sun Aug 16 2026 16:57:29 GMT-0400 (Eastern Daylight Time)","jcopeland@unitedroad.com","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","2","3","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"0b6925f7-a882-5210-b696-7c734bfd859a","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","854215","MIDWEST TRANSPORT SPECIALISTS INC","","MIDWEST TRANSPORT SPECIALISTS INC","A","A","KS","KANSAS CITY","9133333077","25","22","true","Sun Aug 16 2026 17:03:15 GMT-0400 (Eastern Daylight Time)","sbell@midwestts.com","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","4","4","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"0cb64c14-e2f1-534d-98d3-aa41b538feb9","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1297747","PROFICIENT AUTO TRANSPORT INC","PROFLEET","PROFLEET","A","A","FL","JACKSONVILLE","9047721175","180","151","true","Sun Aug 16 2026 17:04:06 GMT-0400 (Eastern Daylight Time)","mcruz1@proautologistics.com","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","2","2","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"0e2da08c-3f25-519a-b155-166c5667eb86","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","827622","EW WYLIE LLC","EW WYLIE CORPORATION","EW WYLIE CORPORATION","A","A","ND","FARGO","7012777540","770","770","true","Sun Aug 16 2026 16:57:38 GMT-0400 (Eastern Daylight Time)","ewwylie@ewwylie.com","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3","4","5","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"10068736-d23d-5685-88f3-7c64a7ef9d32","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","9163","SPC TRANSPORT CO","","SPC TRANSPORT CO","A","A","ME","AUBURN","12072400029","19","18","true","Sun Aug 16 2026 17:18:47 GMT-0400 (Eastern Daylight Time)","rgiguere@spctran.com","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","2","2","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"15f036f1-086b-59e6-94e1-e90a580d9e3e","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2643294","HELPFUL LOGISTICS LLC","","HELPFUL LOGISTICS LLC","A","A","GA","MARIETTA","4043964780","1","1","true","Sun Aug 16 2026 17:03:32 GMT-0400 (Eastern Daylight Time)","helpfullogisticsllc@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_DUAL_ROLE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","2","3","1","AUTO_TRANSPORT_DUAL_ROLE","true","true",""
"6f90d05f-b532-5152-afc6-702159be6496","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3079966","MORERA TRANSPORT INC","","MORERA TRANSPORT INC","I","B","FL","MIAMI","3054096351","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","interstatecarrierservice@yahoo.com","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","0","AUTO_TRANSPORT_INACTIVE","true","true",""
"12534866-88ed-5604-a65a-b8cb0df196aa","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3079969","ALL STATES TOWING AND TRANSPORTATION INC","","ALL STATES TOWING AND TRANSPORTATION INC","I","A","MI","WARREN","5867099894","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","SIMONSKHRIA@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","1","AUTO_TRANSPORT_INACTIVE","true","true",""
"69ac07a0-59be-5e03-9a87-b31ea99480bf","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3079984","M&W TRANSPORT LLC","","M&W TRANSPORT LLC","I","A","AL","BAY MINETTE","2516233440","2","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","fredrickmix@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","1","AUTO_TRANSPORT_INACTIVE","true","true",""
"fd9d3ad8-0f5c-5fb4-aba8-7bb402ed6193","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080019","DNC TRANSPORT LLC","","DNC TRANSPORT LLC","I","A","TX","WHITNEY","2145319049","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","DNCTRANSPORTTX@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","1","AUTO_TRANSPORT_INACTIVE","true","true",""
"82f4abd0-f338-56c2-b1df-79254cdd1a71","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080037","SAK FARMS","","SAK FARMS","I","A","TN","DUCK RIVER","9319949159","1","2","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","ANGIESOS72@YAHOO.COM","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","0","AUTO_TRANSPORT_INACTIVE","true","true",""
"d22da003-767c-5bde-a88e-33b6c6506117","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080114","A PLUS AUTO ALMIRA INC","","A PLUS AUTO ALMIRA INC","I","C","WA","WILBUR","5096472206","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","VBOUTAIN@YAHOO.COM","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","1","AUTO_TRANSPORT_INACTIVE","true","true",""
"7e742ea6-5873-51cc-a378-d40a628ccbda","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080129","SBJ WORLDWIDE LLC","","SBJ WORLDWIDE LLC","I","A","FL","PALATKA","9042066684","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","SBJWORLDWIDE@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","0","AUTO_TRANSPORT_INACTIVE","true","true",""
"0f0738db-5785-50f5-bb33-df7c0f7dcc1d","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080144","MARTIN AUTO ELECTRIQUE ENRG","","MARTIN AUTO ELECTRIQUE ENRG","I","A","QC","BEDFORD","4502483679","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","ROBERTMARTIN2004@HOTMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","1","AUTO_TRANSPORT_INACTIVE","true","true",""
"acf2961a-ff37-54dc-ae6e-80562cb1a4b0","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080169","SUPREME CARRIER LLC","TRANSPORT","TRANSPORT","I","A","FL","RIVERVIEW","8504082704","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","JMILLER.878306@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","1","AUTO_TRANSPORT_INACTIVE","true","true",""
"31f8b4c3-e305-5a98-bee5-67c508799cd6","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080170","NNJ HOLDINGS LLC","GUARDIAN TRANSPORT SKS TRANSPORT","GUARDIAN TRANSPORT SKS TRANSPORT","I","A","GA","WATKINSVILLE","4044931058","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","scott.sauerbier@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_INACTIVE","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,INACTIVE_USDOT","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","1","AUTO_TRANSPORT_INACTIVE","true","true",""
"5ed9b51e-72d1-553b-ab0b-d0e321ebc638","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3079943","FLAG TRANSPORTATION SERVICES INC","","FLAG TRANSPORTATION SERVICES INC","A","A","OH","CLEVELAND","9296343823","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","FLAGTRANSPORTATIONSERVICES@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_REVIEW","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,NO_CURRENT_PROPERTY_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","2","AUTO_TRANSPORT_REVIEW","true","true",""
"e9dfda71-7db0-5978-a615-609062fd8c3f","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3079960","GLOBAL FREIGHT EXPRESS LLC","","GLOBAL FREIGHT EXPRESS LLC","A","","VA","FORT BELVOIR","8884351415","0","","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","FREIGHT@GFEBROKER.COM","[object Object]","[object Object]","AUTO_TRANSPORT_REVIEW","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,NO_CURRENT_PROPERTY_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","1","AUTO_TRANSPORT_REVIEW","true","true",""
"b671fffb-edd7-561d-b833-113ee07440a6","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3079963","P AND B AUTO SALES AND SERVICE LLC","","P AND B AUTO SALES AND SERVICE LLC","A","C","WI","CASCADE","9209809585","1","4","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","PANDBAUTOSALES@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_REVIEW","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,NO_CURRENT_PROPERTY_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","0","AUTO_TRANSPORT_REVIEW","true","true",""
"0852bdfd-c8ed-5ddc-bd8c-9a616ee15780","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080008","STATES TRUCKING INC","","STATES TRUCKING INC","A","A","ND","BISBEE","7012308780","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","TODDSTATES@OUTLOOK.COM","[object Object]","[object Object]","AUTO_TRANSPORT_REVIEW","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,NO_CURRENT_PROPERTY_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","1","AUTO_TRANSPORT_REVIEW","true","true",""
"e4f24935-1d13-5864-be00-1d9d25f89419","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080033","XTREME TOWING & RECOVERY","","XTREME TOWING & RECOVERY","A","C","AL","CALERA","2056907400","0","10","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","EMERGENCYROADSIDELLC@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_REVIEW","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,NO_CURRENT_PROPERTY_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","0","AUTO_TRANSPORT_REVIEW","true","true",""
"00dd9796-5879-5174-8eee-022fc1c5463a","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080080","HEDRICKS TOWING AND RECOVERY LLC","","HEDRICKS TOWING AND RECOVERY LLC","A","B","IN","INDIANAPOLIS","3179382213","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","HENDRICKSTOWINGLLC@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_REVIEW","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,NO_CURRENT_PROPERTY_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","0","AUTO_TRANSPORT_REVIEW","true","true",""
"98096cab-f2ae-5864-af16-37bf90f26420","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080082","RIOS EXPRESS TRANSPORT","","RIOS EXPRESS TRANSPORT","A","B","NV","HENDERSON","7025701978","1","3","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","MR.DRIOS@YAHOO.COM","[object Object]","[object Object]","AUTO_TRANSPORT_REVIEW","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,NO_CURRENT_PROPERTY_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","0","AUTO_TRANSPORT_REVIEW","true","true",""
"98746b3e-256f-5a6a-bd66-9b2e308f450c","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3080099","CASH FOR CARS","JOHN DUBECKY","JOHN DUBECKY","A","B","IN","INDIANAPOLIS","3172002000","0","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","JDUBECKY31@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_REVIEW","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,NO_CURRENT_PROPERTY_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","0","0","0","0","AUTO_TRANSPORT_REVIEW","true","true",""
